alumni_id,name,major,company,position,graduation_year
UB1145,Dewi Oktaviani,Hubungan Internasional,PT MAS ARYA INDONESIA,Manager Finance,2015
UB1146,Gilang Darmawan,Sistem Informasi,PT Kapal Api Global,Lead IT Support,2022
UB1147,Chandra Firmansyah,Akuntansi,PT Kapal Api Global,Analyst Finance,2020
UB1148,Rina Kusumo,Ekonomi Islam,"PT Japfa Comfeed Indonesia, Tbk",Consultant Marketing,2022
UB1149,Irfan Irawan,Teknologi Informasi,PT. Bank KEB Hana Indonesia,Senior IT Support,2018
UB1150,Arif Susanto,Pendidikan TI,PT Solusi Transportasi Indonesia,Engineer Admin,2023
UB1151,Rizky Irawan,Teknik Mesin,JAPFA FOOD INDONESIA,Officer HR,2022
UB1152,Okta Aditama,Psikologi,Bank Mandiri,Junior Staff Finance,2022
UB1153,Rina Tanjung,Teknik Komputer,PT Bank KEB Hana Indonesia,Senior Software Engineer,2017
UB1154,Andi Puspa,Teknik Komputer,JAPFA FOOD INDONESIA,Lead Software Engineer,2018
UB1155,Hadi Aminah,Keuangan Perbankan,Shopee,Officer Marketing,2017
UB1156,Joko Darmawan,Teknik Lingkungan,PT MAS ARYA INDONESIA,Specialist HR,2021
UB1157,Hana Efendi,Pendidikan TI,PT. Bank KEB Hana Indonesia,Junior Staff Admin,2021
UB1158,Sarah Pangestu,Keuangan Perbankan,PT Handal Guna Sarana,Senior Staff Sales,2018
UB1159,Indah Oktaviani,Akuntansi,Shopee,Manager Marketing,2022
UB1160,Julia Firmansyah,Teknik Industri,Xiaomi Technology,Analyst Sales,2020
UB1161,Rizky Firmansyah,Agroekoteknologi,Bank BCA,Specialist HR,2019
UB1162,Julia Wijaya,Teknik Komputer,"PT. Trimegah Sekuritas Indonesia, Tbk",Junior Software Engineer,2015
UB1163,Dimas Laksana,Teknik Elektro,PT Sejahtera Abadi,Consultant Marketing,2015
UB1164,Cahya Kurnia,Teknik Mesin,"PT Japfa Comfeed Indonesia, Tbk",Management Trainee Marketing,2015
UB1165,Dimas Fauzi,Manajemen,Telkom Indonesia,Analyst Operations,2015
UB1166,Fajar Lestari,Ekonomi Islam,PT Solusi Transportasi Indonesia,Head of Department Sales,2016
UB1167,Qori Soekarno,Teknologi Informasi,StartUp Gagal Bangkit,Junior Data Scientist,2021
UB1168,Aditya Wulandari,Ilmu Komunikasi,Shopee,Consultant Marketing,2019
UB1169,Kevin Saputra,Administrasi Publik,"PT Japfa Comfeed Indonesia, Tbk",Junior Staff Admin,2022
UB1170,Hana Efendi,Teknik Mesin,PHINTRACO GROUP,Supervisor Marketing,2021
UB1171,Aditya Susanto,Teknik Industri,PHINTRACO GROUP,Junior Staff Marketing,2016
UB1172,Budi Maulana,Teknik Elektro,PT Mencari Cinta Sejati,Head of Department Sales,2023
UB1173,Aditya Jaya,Manajemen,PT CFU Technology Indonesia,Supervisor Operations,2017
UB1174,Xena Nasution,Teknologi Informasi,"PT SMART,Tbk",Junior Software Engineer,2017
UB1175,Eko Aditama,Ilmu Ekonomi,PT Mencari Cinta Sejati,Specialist Sales,2023
UB1176,Arif Firmansyah,Teknik Sipil,PT Indocyber Global Teknologi,Engineer Operations,2022
UB1177,Joko Budiman,Teknik Mesin,Gojek,Analyst Admin,2022
UB1178,Irfan Nasution,Teknologi Informasi,PT Solusi Transportasi Indonesia,Lead IT Support,2016
UB1179,Siti Wulandari,Keuangan Perbankan,PT Trinusa Travelindo,Analyst HR,2015
UB1180,Gilang Widodo,Ilmu Komunikasi,PT Solusi Transportasi Indonesia,Senior Staff Marketing,2022
UB1181,Bella Aminah,Teknik Industri,JAPFA FOOD INDONESIA,Head of Department Operations,2019
UB1182,Yoga Hartono,Hubungan Internasional,"PT Japfa Comfeed Indonesia, Tbk",Head of Department Admin,2017
UB1183,Fajar Nasution,Agribisnis,Shopee,Engineer Operations,2015
UB1184,Agus Baswedan,Agribisnis,PT Sejahtera Abadi,Senior Staff Finance,2019
UB1185,Lestari Permata,Akuntansi,PT Sejahtera Abadi,Specialist Operations,2015
UB1186,Yoga Setiawan,Ekonomi Islam,"PT. Trimegah Sekuritas Indonesia, Tbk",Engineer Sales,2017
UB1187,Mahendra Gunawan,Teknik Sipil,PT Mencari Cinta Sejati,Consultant Marketing,2020
UB1188,Irfan Nasution,Teknik Komputer,PHINTRACO GROUP,Lead IT Support,2016
UB1189,Budi Utama,Teknik Industri,Bank Mandiri,Engineer Sales,2021
UB1190,Radit Saputra,Ilmu Komunikasi,StartUp Gagal Bangkit,Officer Sales,2020
UB1191,Andi Yulianto,Administrasi Publik,PT Penerbit Erlangga,Analyst Sales,2019
UB1192,Putri Kusumo,Teknik Lingkungan,PT Tsubaki Indonesia Manufacturing,Head of Department Finance,2022
UB1193,Rina Darmawan,Pendidikan TI,PT Trinusa Travelindo,Officer Marketing,2019
UB1194,Erlangga Baswedan,Ilmu Hukum,PHINTRACO GROUP,Consultant Marketing,2018
UB1195,Sarah Firmansyah,Akuntansi,Tokopedia,Head of Department HR,2020
UB1196,Bella Wulandari,Teknologi Hasil Pertanian,PT Indocyber Global Teknologi,Junior Staff Admin,2015
UB1197,Aditya Pratama,Teknik Mesin,Gojek,Head of Department Finance,2020
UB1198,Zahra Anggara,Administrasi Publik,Bank Mandiri,Specialist Finance,2020
UB1199,Tegar Permata,Ekonomi Islam,PHINTRACO GROUP,Senior Staff Finance,2020
UB1200,Julia Permata,Ilmu Ekonomi,Bank BCA,Manager HR,2022
UB1201,Dewi Permata,Ilmu Hukum,PT Sejahtera Abadi,Engineer Admin,2021
UB1202,Putri Utami,Hubungan Internasional,PT Sumber Rejeki,Engineer Marketing,2018
UB1203,Chandra Kusuma,Pendidikan TI,Xiaomi Technology,Manager HR,2021
UB1204,Dimas Kurnia,Pendidikan TI,"PT. Trimegah Sekuritas Indonesia, Tbk",Management Trainee Admin,2015
UB1205,Utomo Aditama,Hubungan Internasional,PT Trinusa Travelindo,Junior Staff Finance,2018
UB1206,Kartika Lestari,Keuangan Perbankan,PT Tsubaki Indonesia Manufacturing,Manager Admin,2015
UB1207,Kevin Nasution,Ekonomi Islam,PT CFU Technology Indonesia,Management Trainee Operations,2015
UB1208,Bella Nugroho,Arsitektur,PT Sejahtera Abadi,Junior Staff Sales,2020
UB1209,Pandu Kusumo,Sistem Informasi,StartUp Gagal Bangkit,Lead IT Support,2017
UB1210,Gita Soekarno,Ilmu Hukum,Bank Mandiri,Junior Staff HR,2023
UB1211,Hana Tanjung,Manajemen,PT Sumber Rejeki,Junior Staff Sales,2023
UB1212,Indah Zulkarnain,Ilmu Ekonomi,PT Tsubaki Indonesia Manufacturing,Manager HR,2016
UB1213,Erlangga Cahyono,Ilmu Komunikasi,PT Solusi Transportasi Indonesia,Junior Staff Finance,2016
UB1214,Zahra Soekarno,Psikologi,StartUp Gagal Bangkit,Supervisor Operations,2016
UB1215,Joko Siregar,Agribisnis,PT Trinusa Travelindo,Consultant Operations,2019
UB1216,Rina Nasution,Sistem Informasi,PT Tsubaki Indonesia Manufacturing,Junior Data Scientist,2015
UB1217,Citra Soekarno,Administrasi Publik,PT MAS ARYA INDONESIA,Junior Staff Operations,2016
UB1218,Cahya Susanto,Psikologi,PT Penerbit Erlangga,Supervisor Marketing,2018
UB1219,Hana Rahmawati,Teknik Informatika,Tokopedia,Senior IT Support,2016
UB1220,Indah Jaya,Teknologi Hasil Pertanian,Xiaomi Technology,Analyst Operations,2020
UB1221,Bella Baswedan,Ekonomi Islam,PT MAS ARYA INDONESIA,Management Trainee Marketing,2022
UB1222,Siti Nasution,Ilmu Komunikasi,Xiaomi Technology,Manager Finance,2021
UB1223,Farhan Utami,Teknik Elektro,Bank BCA,Specialist HR,2018
UB1224,Sarah Yudhoyono,Keuangan Perbankan,PT Trinusa Travelindo,Officer Operations,2022
UB1225,Laras Saputra,Teknik Mesin,PT Sejahtera Abadi,Officer HR,2020
UB1226,Dinda Suharto,Manajemen,PT Sumber Rejeki,Manager Admin,2018
UB1227,Tegar Susanto,Pendidikan TI,PT Mencari Cinta Sejati,Senior Staff Admin,2022
UB1228,Desi Kurnia,Teknik Sipil,Telkom Indonesia,Engineer Admin,2021
UB1229,Lestari Kurnia,Agribisnis,"PT DCI Indonesia, Tbk",Management Trainee Admin,2020
UB1230,Nadia Setiawan,Teknik Mesin,PT Tsubaki Indonesia Manufacturing,Specialist Admin,2017
UB1231,Cahya Irawan,Psikologi,PT Sejahtera Abadi,Officer Operations,2016
UB1232,Dimas Oktaviani,Keuangan Perbankan,Xiaomi Technology,Management Trainee HR,2018
UB1233,Dimas Hidayat,Ilmu Hukum,"PT Bank Danamon Indonesia, Tbk",Officer Marketing,2015
UB1234,Kevin Permata,Arsitektur,"PT. Trimegah Sekuritas Indonesia, Tbk",Analyst Finance,2019
UB1235,Pandu Yudhoyono,Hubungan Internasional,Bank Mandiri,Consultant Admin,2020
UB1236,Cahya Puspa,Teknologi Hasil Pertanian,"PT Bank Danamon Indonesia, Tbk",Supervisor Sales,2019
UB1237,Wahyu Baswedan,Ilmu Ekonomi,PT. Bank KEB Hana Indonesia,Management Trainee HR,2018
UB1238,Aditya Suharto,Teknik Informatika,PT Penerbit Erlangga,Senior IT Support,2015
UB1239,Fajar Suharto,Teknik Lingkungan,"PT Bank Danamon Indonesia, Tbk",Analyst Marketing,2018
UB1240,Dinda Siregar,Teknologi Hasil Pertanian,PT Tsubaki Indonesia Manufacturing,Senior Staff Admin,2017
UB1241,Rina Prasetyo,Sistem Informasi,Gojek,Junior Software Engineer,2020
UB1242,Lestari Nugroho,Teknik Informatika,PT Indocyber Global Teknologi,Senior IT Support,2022
UB1243,Dewi Aminah,Manajemen,PT CFU Technology Indonesia,Supervisor Admin,2017
UB1244,Dimas Wibowo,Ekonomi Islam,JAPFA FOOD INDONESIA,Manager Sales,2020
UB1245,Lestari Pratama,Ilmu Komunikasi,PT Penerbit Erlangga,Junior Staff Marketing,2023
UB1246,Desi Utami,Hubungan Internasional,JAPFA FOOD INDONESIA,Management Trainee Marketing,2022
UB1247,Dinda Prasetyo,Agribisnis,PT Penerbit Erlangga,Engineer Sales,2020
UB1248,Budi Permata,Teknik Elektro,PT Sejahtera Abadi,Manager Admin,2023
UB1249,Irfan Widodo,Ilmu Komunikasi,PT Handal Guna Sarana,Analyst Marketing,2023
UB1250,Bella Kurnia,Teknik Lingkungan,PT Solusi Transportasi Indonesia,Junior Staff Finance,2018
UB1251,Joko Susanto,Teknik Sipil,PT CFU Technology Indonesia,Consultant HR,2020
UB1252,Okta Utami,Psikologi,StartUp Gagal Bangkit,Consultant Sales,2023
UB1253,Chandra Qodir,Teknik Industri,Bank BCA,Consultant Finance,2020
UB1254,Desi Widodo,Teknik Mesin,PT Tsubaki Indonesia Manufacturing,Officer Sales,2018
UB1255,Laras Yudhoyono,Agroekoteknologi,PT Kapal Api Global,Officer Marketing,2015
UB1256,Dewi Rahmawati,Ilmu Hukum,CV Maju Mundur,Consultant Operations,2022
UB1257,Pandu Kartika,Keuangan Perbankan,PT MAS ARYA INDONESIA,Supervisor Finance,2017
UB1258,Andi Saputra,Sistem Informasi,PT Kapal Api Global,Junior Product Manager,2020
UB1259,Radit Rahmawati,Manajemen,PT Handal Guna Sarana,Officer Marketing,2022
UB1260,Bagas Rahmawati,Ilmu Ekonomi,Gojek,Manager Operations,2023
UB1261,Chandra Hidayat,Teknik Lingkungan,PT Sejahtera Abadi,Senior Staff Admin,2016
UB1262,Radit Yulianto,Teknik Mesin,PHINTRACO GROUP,Specialist Finance,2016
UB1263,Arif Pratama,Arsitektur,PT Tsubaki Indonesia Manufacturing,Supervisor Finance,2015
UB1264,Aditya Prasetyo,Akuntansi,PT CFU Technology Indonesia,Manager Finance,2023
UB1265,Laras Puspa,Hubungan Internasional,PT Sumber Rejeki,Head of Department Admin,2016
UB1266,Rizky Yulianto,Teknik Elektro,"PT SMART,Tbk",Supervisor Finance,2015
UB1267,Dewi Wulandari,Ekonomi Islam,PT Penerbit Erlangga,Head of Department Marketing,2022
UB1268,Citra Qodir,Arsitektur,Bank BCA,Specialist Sales,2022
UB1269,Bagas Widodo,Arsitektur,PT Penerbit Erlangga,Junior Staff Admin,2016
UB1270,Julia Rahmawati,Ilmu Hukum,PT CFU Technology Indonesia,Junior Staff Admin,2022
UB1271,Rizky Kusuma,Pendidikan TI,"PT Bank Danamon Indonesia, Tbk",Supervisor Finance,2020
UB1272,Okta Kartika,Teknik Mesin,Gojek,Management Trainee Marketing,2021
UB1273,Gita Wulandari,Pendidikan TI,PT Handal Guna Sarana,Manager Sales,2020
UB1274,Tegar Gunawan,Hubungan Internasional,CV Maju Mundur,Manager Sales,2019
UB1275,Irfan Santoso,Arsitektur,JAPFA FOOD INDONESIA,Engineer Marketing,2023
UB1276,Andi Cahyono,Arsitektur,PT Indocyber Global Teknologi,Senior Staff Marketing,2019
UB1277,Xena Utami,Agroekoteknologi,PT CFU Technology Indonesia,Officer Finance,2015
UB1278,Bagas Pratama,Hubungan Internasional,JAPFA FOOD INDONESIA,Senior Staff Marketing,2017
UB1279,Yoga Oktaviani,Teknik Informatika,StartUp Gagal Bangkit,Junior Product Manager,2016
UB1280,Indah Fauzi,Pendidikan TI,StartUp Gagal Bangkit,Head of Department Admin,2023
UB1281,Tegar Oktaviani,Ilmu Ekonomi,Bank Mandiri,Head of Department Sales,2020
UB1282,Wahyu Irawan,Teknik Industri,JAPFA FOOD INDONESIA,Analyst HR,2015
UB1283,Arif Oktaviani,Hubungan Internasional,Xiaomi Technology,Consultant Sales,2015
UB1284,Siti Yulianto,Teknik Elektro,"PT Bank Danamon Indonesia, Tbk",Engineer Admin,2019
UB1285,Eko Nasution,Teknik Sipil,Xiaomi Technology,Head of Department HR,2016
UB1286,Hana Permata,Pendidikan TI,PT Bank KEB Hana Indonesia,Head of Department Admin,2019
UB1287,Siti Fauzi,Agribisnis,JAPFA FOOD INDONESIA,Head of Department HR,2021
UB1288,Vina Kartika,Hubungan Internasional,"PT. Trimegah Sekuritas Indonesia, Tbk",Consultant Operations,2022
UB1289,Kevin Budiman,Arsitektur,CV Maju Mundur,Senior Staff Admin,2018
UB1290,Vina Hidayat,Psikologi,PT Penerbit Erlangga,Manager Marketing,2022
UB1291,Siti Hartono,Teknik Mesin,Bank Mandiri,Engineer Marketing,2022
UB1292,Dinda Kusuma,Teknik Lingkungan,"PT. Trimegah Sekuritas Indonesia, Tbk",Supervisor HR,2020
UB1293,Bayu Wijaya,Sistem Informasi,"PT DCI Indonesia, Tbk",Junior IT Support,2016
UB1294,Bagas Tanjung,Agroekoteknologi,"PT Bank Danamon Indonesia, Tbk",Senior Staff Finance,2019
UB1295,Arif Jaya,Agroekoteknologi,PT Sumber Rejeki,Consultant Finance,2021
UB1296,Okta Susanto,Keuangan Perbankan,Bank BCA,Supervisor HR,2015
UB1297,Eko Widodo,Teknik Industri,StartUp Gagal Bangkit,Senior Staff Admin,2015
UB1298,Agus Prasetyo,Teknik Informatika,StartUp Gagal Bangkit,Junior DevOps,2015
UB1299,Aditya Suharto,Agroekoteknologi,PT Mencari Cinta Sejati,Manager Operations,2017
UB1300,Gita Kartika,Teknik Elektro,PT MAS ARYA INDONESIA,Consultant Marketing,2015
UB1301,Yoga Darmawan,Teknik Informatika,"PT SMART,Tbk",Junior Software Engineer,2015
UB1302,Yoga Aminah,Agroekoteknologi,Xiaomi Technology,Junior Staff Operations,2018
UB1303,Hadi Oktaviani,Ekonomi Islam,PT Mencari Cinta Sejati,Supervisor Marketing,2015
UB1304,Arif Wibowo,Ilmu Ekonomi,Gojek,Management Trainee Operations,2022
UB1305,Radit Widodo,Arsitektur,Shopee,Head of Department Operations,2016
UB1306,Utomo Budiman,Akuntansi,Bank BCA,Junior Staff Admin,2020
UB1307,Joko Lestari,Teknik Sipil,PT Trinusa Travelindo,Junior Staff Operations,2020
UB1308,Dimas Siregar,Teknik Mesin,PHINTRACO GROUP,Specialist Marketing,2020
UB1309,Kartika Kusuma,Teknik Elektro,"PT Bank Danamon Indonesia, Tbk",Junior Staff Marketing,2018
UB1310,Dimas Lestari,Teknik Informatika,PT MAS ARYA INDONESIA,Senior Data Scientist,2021
UB1311,Dinda Baswedan,Ilmu Hukum,"PT SMART,Tbk",Manager Operations,2021
UB1312,Fajar Utami,Teknik Elektro,PT Sejahtera Abadi,Analyst Sales,2023
UB1313,Eko Qodir,Teknik Komputer,PHINTRACO GROUP,Senior Software Engineer,2017
UB1314,Dewi Santoso,Teknik Industri,PT Kapal Api Global,Consultant Finance,2021
UB1315,Budi Laksana,Teknik Mesin,"PT SMART,Tbk",Specialist Finance,2023
UB1316,Hana Pratama,Teknologi Informasi,StartUp Gagal Bangkit,Lead Product Manager,2018
UB1317,Budi Pratama,Keuangan Perbankan,PT Mencari Cinta Sejati,Manager Operations,2019
UB1318,Erlangga Maulana,Teknik Mesin,PT Tsubaki Indonesia Manufacturing,Consultant Finance,2018
UB1319,Mahendra Anggara,Teknologi Hasil Pertanian,"PT SMART,Tbk",Senior Staff Finance,2016
UB1320,Rizky Kurnia,Teknik Industri,PT CFU Technology Indonesia,Manager Finance,2017
UB1321,Chandra Anggara,Teknologi Informasi,PT Sejahtera Abadi,Junior IT Support,2022
UB1322,Gita Widodo,Keuangan Perbankan,PT Bank KEB Hana Indonesia,Manager Operations,2015
UB1323,Irfan Tanjung,Teknik Lingkungan,PT Penerbit Erlangga,Management Trainee Admin,2019
UB1324,Indah Puspa,Sistem Informasi,StartUp Gagal Bangkit,Senior DevOps,2022
UB1325,Tegar Pratama,Teknik Sipil,PT Mencari Cinta Sejati,Engineer Finance,2020
UB1326,Joko Wibowo,Administrasi Publik,Xiaomi Technology,Junior Staff Sales,2021
UB1327,Andi Yulianto,Teknik Komputer,PT Handal Guna Sarana,Junior Product Manager,2023
UB1328,Bagas Wijaya,Teknologi Informasi,CV Maju Mundur,Junior Product Manager,2019
UB1329,Kevin Susanto,Ekonomi Islam,Shopee,Manager Operations,2015
UB1330,Radit Tanjung,Teknik Mesin,Gojek,Analyst HR,2020
UB1331,Rizky Kusuma,Teknologi Hasil Pertanian,Tokopedia,Engineer Operations,2021
UB1332,Nadia Pangestu,Psikologi,Gojek,Head of Department Finance,2023
UB1333,Chandra Saputra,Hubungan Internasional,StartUp Gagal Bangkit,Supervisor Sales,2020
UB1334,Dewi Soekarno,Agribisnis,PT Tsubaki Indonesia Manufacturing,Senior Staff Operations,2015
UB1335,Tegar Saputra,Ekonomi Islam,Shopee,Senior Staff Finance,2022
UB1336,Zahra Saputra,Ilmu Ekonomi,Bank BCA,Engineer Sales,2016
UB1337,Cahya Yudhoyono,Agroekoteknologi,PT MAS ARYA INDONESIA,Engineer Admin,2020
UB1338,Hana Wulandari,Teknologi Informasi,"PT. Trimegah Sekuritas Indonesia, Tbk",Lead Product Manager,2016
UB1339,Arif Baswedan,Manajemen,CV Maju Mundur,Junior Staff Operations,2021
UB1340,Arif Irawan,Teknik Industri,"PT Bank Danamon Indonesia, Tbk",Engineer Marketing,2019
UB1341,Eko Nugroho,Hubungan Internasional,Telkom Indonesia,Analyst HR,2015
UB1342,Aditya Zulkarnain,Manajemen,"PT. Trimegah Sekuritas Indonesia, Tbk",Consultant Operations,2021
UB1343,Dinda Setiawan,Ilmu Ekonomi,Tokopedia,Supervisor Operations,2016
UB1344,Irfan Zulkarnain,Ekonomi Islam,PT Penerbit Erlangga,Management Trainee Finance,2016
UB1345,Arif Nasution,Teknologi Informasi,Shopee,Lead DevOps,2023
UB1346,Kevin Soekarno,Ilmu Hukum,Gojek,Consultant HR,2023
UB1347,Qori Maulana,Arsitektur,PT Handal Guna Sarana,Consultant Sales,2016
UB1348,Rina Kusumo,Teknik Komputer,PT Sejahtera Abadi,Junior IT Support,2015
UB1349,Joko Saputra,Akuntansi,PHINTRACO GROUP,Engineer Marketing,2016
UB1350,Wahyu Hidayat,Teknik Informatika,PT Sumber Rejeki,Junior IT Support,2023
UB1351,Dimas Vebrianto,Teknologi Hasil Pertanian,PT Sumber Rejeki,Engineer HR,2015
UB1352,Fajar Yudhoyono,Teknik Elektro,"PT Japfa Comfeed Indonesia, Tbk",Analyst HR,2016
UB1353,Xena Tanjung,Hubungan Internasional,PT Kapal Api Global,Management Trainee Marketing,2015
UB1354,Agus Baswedan,Teknologi Hasil Pertanian,PHINTRACO GROUP,Head of Department Admin,2017
UB1355,Rizky Prasetyo,Teknik Lingkungan,PT MAS ARYA INDONESIA,Consultant Operations,2017
UB1356,Andi Budiman,Teknik Industri,PT Sejahtera Abadi,Specialist Operations,2020
UB1357,Qori Widodo,Teknik Lingkungan,Gojek,Senior Staff Marketing,2015
UB1358,Kevin Yudhoyono,Akuntansi,PT Bank KEB Hana Indonesia,Officer Operations,2020
UB1359,Laras Puspa,Keuangan Perbankan,Telkom Indonesia,Analyst HR,2016
UB1360,Aditya Aminah,Ekonomi Islam,PT Handal Guna Sarana,Management Trainee Operations,2020
UB1361,Putri Budiman,Teknologi Informasi,PT MAS ARYA INDONESIA,Lead DevOps,2017
UB1362,Indah Qodir,Akuntansi,PT Mencari Cinta Sejati,Officer Admin,2019
UB1363,Kevin Budiman,Ilmu Komunikasi,Tokopedia,Consultant HR,2023
UB1364,Bella Kusuma,Teknik Lingkungan,Shopee,Head of Department Operations,2019
UB1365,Qori Aminah,Hubungan Internasional,PT Indocyber Global Teknologi,Senior Staff Finance,2015
UB1366,Irfan Widodo,Hubungan Internasional,Xiaomi Technology,Analyst Admin,2023
UB1367,Pandu Widodo,Ilmu Komunikasi,Xiaomi Technology,Specialist HR,2022
UB1368,Gita Soekarno,Teknik Elektro,Telkom Indonesia,Manager Marketing,2016
UB1369,Bagas Kusumo,Teknik Industri,Shopee,Management Trainee Marketing,2020
UB1370,Erlangga Wibowo,Agribisnis,Gojek,Manager Sales,2016
UB1371,Eko Aditama,Administrasi Publik,PT MAS ARYA INDONESIA,Head of Department HR,2019
UB1372,Nadia Efendi,Ekonomi Islam,PT Solusi Transportasi Indonesia,Senior Staff HR,2018
UB1373,Eko Aditama,Teknik Mesin,Shopee,Engineer HR,2016
UB1374,Rina Kartika,Pendidikan TI,PT MAS ARYA INDONESIA,Officer Admin,2022
UB1375,Tegar Aminah,Psikologi,PT Indocyber Global Teknologi,Manager Operations,2015
UB1376,Budi Suharto,Manajemen,"PT SMART,Tbk",Specialist Operations,2019
UB1377,Vina Baswedan,Agribisnis,PT Bank KEB Hana Indonesia,Head of Department Finance,2021
UB1378,Nadia Prasetyo,Teknik Komputer,PT Trinusa Travelindo,Lead DevOps,2015
UB1379,Aditya Aditama,Teknik Sipil,PT. Bank KEB Hana Indonesia,Analyst Finance,2019
UB1380,Budi Baswedan,Manajemen,"PT SMART,Tbk",Junior Staff Admin,2015
UB1381,Chandra Utama,Agroekoteknologi,PT Solusi Transportasi Indonesia,Engineer Operations,2016
UB1382,Pandu Maulana,Pendidikan TI,Telkom Indonesia,Junior Staff HR,2020
UB1383,Rina Aminah,Ilmu Ekonomi,PT Indocyber Global Teknologi,Senior Staff Sales,2023
UB1384,Hadi Rahmawati,Teknologi Informasi,PT Solusi Transportasi Indonesia,Lead DevOps,2021
UB1385,Bayu Pangestu,Ilmu Komunikasi,PT MAS ARYA INDONESIA,Engineer HR,2017
UB1386,Julia Vebrianto,Teknik Lingkungan,PT Tsubaki Indonesia Manufacturing,Consultant HR,2017
UB1387,Rizky Oktaviani,Teknologi Informasi,Tokopedia,Senior Product Manager,2023
UB1388,Nadia Yulianto,Arsitektur,StartUp Gagal Bangkit,Head of Department Admin,2023
UB1389,Gita Vebrianto,Agroekoteknologi,"PT DCI Indonesia, Tbk",Specialist HR,2018
UB1390,Utomo Hartono,Ekonomi Islam,Telkom Indonesia,Consultant HR,2019
UB1391,Irfan Lestari,Sistem Informasi,"PT DCI Indonesia, Tbk",Senior Data Scientist,2021
UB1392,Vina Wijaya,Teknik Elektro,PT Mencari Cinta Sejati,Management Trainee Operations,2020
UB1393,Hadi Rahmawati,Agroekoteknologi,Xiaomi Technology,Specialist Admin,2022
UB1394,Kartika Darmawan,Akuntansi,Gojek,Junior Staff Admin,2021
UB1395,Qori Nasution,Ilmu Komunikasi,PT Handal Guna Sarana,Officer Marketing,2015
UB1396,Gilang Laksana,Teknik Elektro,PT MAS ARYA INDONESIA,Junior Staff HR,2022
UB1397,Laras Fauzi,Teknik Informatika,PT Sumber Rejeki,Senior Software Engineer,2022
UB1398,Indah Setiawan,Ilmu Komunikasi,Bank BCA,Analyst Operations,2016
UB1399,Radit Suharto,Sistem Informasi,Gojek,Lead Software Engineer,2015
UB1400,Julia Saputra,Ilmu Hukum,"PT Japfa Comfeed Indonesia, Tbk",Specialist Sales,2022
UB1401,Tegar Lestari,Sistem Informasi,PT. Bank KEB Hana Indonesia,Junior Data Scientist,2020
UB1402,Farhan Hartono,Teknik Informatika,PT MAS ARYA INDONESIA,Lead Data Scientist,2015
UB1403,Agus Efendi,Administrasi Publik,PHINTRACO GROUP,Management Trainee HR,2016
UB1404,Bagas Rahmawati,Ekonomi Islam,PT Indocyber Global Teknologi,Junior Staff Finance,2021
UB1405,Bayu Anggara,Teknik Mesin,Bank BCA,Supervisor Admin,2019
UB1406,Siti Jaya,Teknik Mesin,"PT. Trimegah Sekuritas Indonesia, Tbk",Engineer Marketing,2018
UB1407,Dinda Darmawan,Teknik Komputer,"PT DCI Indonesia, Tbk",Lead Data Scientist,2019
UB1408,Wahyu Kartika,Ekonomi Islam,PT Kapal Api Global,Junior Staff Sales,2018
UB1409,Zahra Baswedan,Teknik Lingkungan,PT Indocyber Global Teknologi,Head of Department Finance,2016
UB1410,Budi Yudhoyono,Ekonomi Islam,"PT DCI Indonesia, Tbk",Management Trainee Marketing,2017
UB1411,Arif Soekarno,Manajemen,Telkom Indonesia,Specialist Sales,2023
UB1412,Okta Aditama,Ilmu Ekonomi,PT Bank KEB Hana Indonesia,Manager Admin,2022
UB1413,Sarah Tanjung,Agribisnis,PT CFU Technology Indonesia,Analyst Marketing,2023
UB1414,Budi Laksana,Ilmu Komunikasi,Xiaomi Technology,Consultant Finance,2018
UB1415,Sarah Santoso,Manajemen,PT Sejahtera Abadi,Supervisor HR,2019
UB1416,Desi Cahyono,Akuntansi,PT Kapal Api Global,Senior Staff Finance,2016
UB1417,Eko Anggara,Ilmu Hukum,PT Sejahtera Abadi,Officer Sales,2022
UB1418,Hadi Susanto,Agroekoteknologi,PHINTRACO GROUP,Head of Department Admin,2015
UB1419,Andi Baswedan,Manajemen,PT Sumber Rejeki,Officer HR,2023
UB1420,Laras Wulandari,Teknik Elektro,Telkom Indonesia,Engineer Finance,2017
UB1421,Indah Fauzi,Manajemen,"PT. Trimegah Sekuritas Indonesia, Tbk",Management Trainee Operations,2020
UB1422,Joko Irawan,Teknik Komputer,PT Bank KEB Hana Indonesia,Lead DevOps,2023
UB1423,Utomo Zulkarnain,Teknik Sipil,Shopee,Officer Admin,2017
UB1424,Irfan Utami,Teknologi Informasi,Xiaomi Technology,Lead Software Engineer,2018
UB1425,Rina Oktaviani,Ilmu Ekonomi,"PT Bank Danamon Indonesia, Tbk",Head of Department Sales,2020
UB1426,Joko Kusumo,Teknik Sipil,PT MAS ARYA INDONESIA,Head of Department Admin,2016
UB1427,Chandra Oktaviani,Agroekoteknologi,Tokopedia,Junior Staff Marketing,2020
UB1428,Zahra Aminah,Teknik Industri,Gojek,Officer Admin,2019
UB1429,Bagas Widodo,Pendidikan TI,PT Kapal Api Global,Head of Department Admin,2023
UB1430,Rizky Utami,Pendidikan TI,PT Indocyber Global Teknologi,Management Trainee Finance,2018
UB1431,Utomo Maulana,Teknik Mesin,Gojek,Manager Operations,2016
